Date,Session_ID,Exercise,Set_number,Weight_kg,Reps,RPE,Workout_type,Volume_kg,Est_1RM
03-06-2026,S_033,DA C. Tricep Pushdown,1,22.5,6,8,Push,135,27
03-06-2026,S_033,DA C. Tricep Pushdown,2,19.5,6,8,Push,117,
03-06-2026,S_033,DA C. Tricep Pushdown,3,16.5,8,9,Push,132,
03-06-2026,S_033,DA C. Tricep Pushdown,4,15,8,8,Push,120,
03-06-2026,S_033,Preacher Curl,1,39,6,8,Push,234,
03-06-2026,S_033,Preacher Curl,2,44,4,9,Push,176,
03-06-2026,S_033,Preacher Curl,3,44,4,10,Push,176,49.86666667
04-06-2026,S_034,Deadlift,1,70,4,7,Pull,280,
04-06-2026,S_034,Deadlift,2,100,4,8,Pull,400,
04-06-2026,S_034,Deadlift,3,120,4,9,Pull,480,136
04-06-2026,S_034,BB Shrug,1,70,8,7,Pull,560,
04-06-2026,S_034,BB Shrug,2,80,8,8,Pull,640,
04-06-2026,S_034,BB Shrug,3,85,8,9,Pull,680,107.6666667
04-06-2026,S_034,SA Cable Curl,1,12,10,8,Pull,120,
04-06-2026,S_034,SA Cable Curl,2,15,8,9,Pull,120,19
04-06-2026,S_034,Cable OH Pulldown,1,27,8,7,Pull,216,
04-06-2026,S_034,Cable OH Pulldown,2,27,8,8,Pull,216,
04-06-2026,S_034,Cable OH Pulldown,3,28.5,7,10,Pull,199.5,35.15
04-06-2026,S_034,Cable Back Fly,1,7,8,9,Pull,56,8.866666667
04-06-2026,S_034,Cable Back Fly,2,7,6,8,Pull,42,
04-06-2026,S_034,Preacher Curl,1,29,6,8,Pull,174,
04-06-2026,S_034,Preacher Curl,2,39,6,9,Pull,234,
04-06-2026,S_034,Preacher Curl,3,49,2,10,Pull,98,52.26666667
04-06-2026,S_034,Preacher Curl,4,29,16,10,Pull,464,
04-06-2026,S_034,French Press,1,29,12,8,Pull,348,
04-06-2026,S_034,French Press,2,29,12,9,Pull,348,40.6
05-06-2026,S_035,Cable Wrist Curl,1,4.5,12,8,Arms,54,
05-06-2026,S_035,Cable Wrist Curl,2,6,12,8,Arms,72,
05-06-2026,S_035,Cable Wrist Curl,3,9,12,9,Arms,108,12.6
05-06-2026,S_035,Cable Lat Raise,1,6,8,8,Arms,48,
05-06-2026,S_035,Cable Lat Raise,2,6,8,8,Arms,48,
05-06-2026,S_035,Cable Lat Raise,3,6,8,8,Arms,48,7.6
05-06-2026,S_035,DB Preacher Hammer Curl,1,15,6,9,Arms,90,
05-06-2026,S_035,DB Preacher Hammer Curl,2,15,6,10,Arms,90,
05-06-2026,S_035,DB Preacher Hammer Curl,3,15,6,10,Arms,90,18
05-06-2026,S_035,Cable Front Lat Raise,1,7.5,12,8,Arms,90,
05-06-2026,S_035,Cable Front Lat Raise,2,7.5,12,9,Arms,90,10.5
05-06-2026,S_035,SA Cable Curl,1,12,10,8,Arms,120,16
05-06-2026,S_035,SA Cable Curl,2,10.5,10,9,Arms,105,14
05-06-2026,S_035,Bench Press,1,48,12,3,Arms,576,67.2
05-06-2026,S_035,Bench Press,2,60,8,5,Arms,480,76
05-06-2026,S_035,Bench Press,3,70,8,9,Arms,560,88.66666667
05-06-2026,S_035,Bench Press,4,60,6,10,Arms,360,72
06-06-2026,S_036,Deadlift,1,70,6,7,Pull,420,
06-06-2026,S_036,Deadlift,2,110,3,8,Pull,330,
06-06-2026,S_036,Deadlift,3,140,1,8.5,Pull,140,144.6666667
06-06-2026,S_036,Bench Press,1,60,8,7,Pull,480,
06-06-2026,S_036,Bench Press,2,80,4,8,Pull,320,
06-06-2026,S_036,Bench Press,3,80,4,9,Pull,320,90.66666667
06-06-2026,S_036,Bench Press,4,60,12,8,Pull,720,
06-06-2026,S_036,BB Shrug,1,70,12,1,Pull,840,
06-06-2026,S_036,BB Shrug,2,90,12,8,Pull,1080,
06-06-2026,S_036,BB Shrug,3,95,12,9.5,Pull,1140,133
06-06-2026,S_036,Back Extension,1,25,8,6,Pull,200,
06-06-2026,S_036,Back Extension,2,40,8,8,Pull,320,
06-06-2026,S_036,Back Extension,3,50,8,9,Pull,400,63.33333333
06-06-2026,S_036,Preacher Curl,1,29,12,8,Pull,348,40.6
06-06-2026,S_036,Preacher Curl,2,29,8,9,Pull,232,36.73333333
10-06-2026,S_037,Deadlift,1,70,6,6,Arms,420,
10-06-2026,S_037,Deadlift,2,120,3,8,Arms,360,132
10-06-2026,S_037,Bench Press,1,50,8,5,Arms,400,
10-06-2026,S_037,Bench Press,2,70,3,5,Arms,210,
10-06-2026,S_037,Bench Press,3,80,8,10,Arms,640,101.3333333
10-06-2026,S_037,Bench Press,4,70,6,10,Arms,420,
10-06-2026,S_037,DB Hammer Curl,1,15,8,6,Arms,120,
10-06-2026,S_037,DB Hammer Curl,2,20,5,9,Arms,100,23.33333333
10-06-2026,S_037,DB Hammer Curl,3,17.5,8,9,Arms,140,
10-06-2026,S_037,French Press,1,29,8,6,Arms,232,
10-06-2026,S_037,French Press,2,32,12,8.5,Arms,384,44.8
10-06-2026,S_037,Preacher Curl,1,32,12,9,Arms,384,
10-06-2026,S_037,Preacher Curl,2,32,15,10,Arms,480,48
11-06-2026,S_038,BB Row,1,50,8,6,Pull,400,
11-06-2026,S_038,BB Row,2,60,8,7,Pull,480,
11-06-2026,S_038,BB Row,3,65,8,8,Pull,520,82.33333333
11-06-2026,S_038,BB Shrug,1,65,12,6,Pull,780,
11-06-2026,S_038,BB Shrug,2,70,12,7,Pull,840,
11-06-2026,S_038,BB Shrug,3,80,12,8,Pull,960,112
11-06-2026,S_038,SA Cable Curl,1,12,8,5,Pull,96,
11-06-2026,S_038,SA Cable Curl,2,13.5,8,8,Pull,108,
11-06-2026,S_038,SA Cable Curl,3,15,6,8,Pull,90,18
11-06-2026,S_038,DA Cable Pushdown,1,21,8,5,Pull,168,
11-06-2026,S_038,DA Cable Pushdown,2,25.5,8,7,Pull,204,
11-06-2026,S_038,DA Cable Pushdown,3,28.5,8,8.5,Pull,228,36.1
11-06-2026,S_038,Cable Back Fly,1,7,8,8,Pull,56,
11-06-2026,S_038,Cable Back Fly,2,7,8,9,Pull,56,8.866666667
11-06-2026,S_038,Cable Back Fly,3,5,12,9,Pull,60,
11-06-2026,S_038,Cable OH Pulldown,1,28.5,6,9,Pull,171,
11-06-2026,S_038,Cable OH Pulldown,2,27,8,9,Pull,216,34.2
11-06-2026,S_038,Cable OH Pulldown,3,25.5,7,9,Pull,178.5,
11-06-2026,S_038,Preacher Curl,1,39,6,9,Pull,234,46.8
11-06-2026,S_038,Preacher Curl,2,39,5,9,Pull,195,45.5
11-06-2026,S_038,Preacher Curl,3,29,12,8,Pull,348,40.6
13-06-2026,S_039,Seated Shoulder Press,1,40,8,7,Push,320,
13-06-2026,S_039,Seated Shoulder Press,2,50,8,8,Push,400,63.33333333
13-06-2026,S_039,Seated Shoulder Press,3,53,5,10,Push,265,
13-06-2026,S_039,Cable Lat Raise,1,6,8,7,Push,48,
13-06-2026,S_039,Cable Lat Raise,2,6,8,8,Push,48,
13-06-2026,S_039,Cable Lat Raise,3,6,8,8,Push,48,7.6
13-06-2026,S_039,BB Incline Bench Press,1,60,6,8,Push,360,
13-06-2026,S_039,BB Incline Bench Press,2,60,6,9,Push,360,72
13-06-2026,S_039,BB Incline Bench Press,3,60,5,10,Push,300,
13-06-2026,S_039,SA Cable Pushdown,1,10.5,12,9,Push,126,
13-06-2026,S_039,SA Cable Pushdown,2,10.5,12,9,Push,126,14.7
13-06-2026,S_039,SA Cable Pushdown,3,9,12,9,Push,108,
13-06-2026,S_039,Seated Chest Fly,1,57,8,8,Push,456,
13-06-2026,S_039,Seated Chest Fly,2,62,8,9,Push,496,
13-06-2026,S_039,Seated Chest Fly,3,66,8,9,Push,528,83.6
13-06-2026,S_039,French Press,1,29,12,9,Push,348,40.6
13-06-2026,S_039,French Press,2,29,9,10,Push,261,37.7
15-06-2026,S_040,Deadlift,1,70,6,4,Pull,420,
15-06-2026,S_040,Deadlift,2,110,6,8,Pull,660,
15-06-2026,S_040,Deadlift,3,110,6,9,Pull,660,
15-06-2026,S_040,BB Row,1,70,8,6,Pull,560,
15-06-2026,S_040,BB Row,2,80,8,8,Pull,640,
15-06-2026,S_040,BB Row,3,90,8,9,Pull,720,114
15-06-2026,S_040,Cable Archer Pull,1,15,8,8,Pull,120,
15-06-2026,S_040,Cable Archer Pull,2,16.5,8,9,Pull,132,20.9
15-06-2026,S_040,Cable Archer Pull,3,13.5,8,8,Pull,108,
15-06-2026,S_040,DA Cable Curl,1,27,8,7,Pull,216,
15-06-2026,S_040,DA Cable Curl,2,30,8,8,Pull,240,
15-06-2026,S_040,DA Cable Curl,3,33,7,9,Pull,231,40.7
15-06-2026,S_040,Cable OH Pulldown,1,25.5,12,8,Pull,306,35.7
15-06-2026,S_040,Cable OH Pulldown,2,27,8,9,Pull,216,
15-06-2026,S_040,Cable OH Pulldown,3,27,7,10,Pull,189,
15-06-2026,S_040,Cable Back Fly,1,7,11,9,Pull,77,9.566666667
15-06-2026,S_040,Cable Back Fly,2,5,12,9,Pull,60,
15-06-2026,S_040,Cable Back Fly,3,5,12,10,Pull,60,
15-06-2026,S_040,Preacher Curl,1,29,8,3,Pull,232,
15-06-2026,S_040,Preacher Curl,2,39,6,8,Pull,234,
15-06-2026,S_040,Preacher Curl,3,42,4,10,Pull,168,47.6
15-06-2026,S_040,Preacher Curl,4,29,4,8,Pull,116,32.86666667
15-06-2026,S_040,Preacher Curl,5,19,16,9,Pull,304,29.13333333
15-06-2026,S_040,Preacher Curl,6,19,12,9,Pull,228,26.6
17-06-2026,S_041,Deadlift,1,70,6,3,Push,420,
17-06-2026,S_041,Deadlift,2,90,6,5,Push,540,
17-06-2026,S_041,Deadlift,3,90,6,6,Push,540,
17-06-2026,S_041,Bench Press,1,60,6,4,Push,360,
17-06-2026,S_041,Bench Press,2,80,6,9,Push,480,96
17-06-2026,S_041,Bench Press,3,75,6,9,Push,450,
17-06-2026,S_041,Bench Press,4,70,8,8,Push,560,
17-06-2026,S_041,Bench Press,5,60,10,9,Push,600,
17-06-2026,S_041,DB Lat Raise,1,10,8,7,Push,80,
17-06-2026,S_041,DB Lat Raise,2,10,8,8,Push,80,
17-06-2026,S_041,DB Lat Raise,3,10,8,8,Push,80,12.66666667
17-06-2026,S_041,French Press,1,34,8,8,Push,272,
17-06-2026,S_041,French Press,2,34,8,8,Push,272,
17-06-2026,S_041,French Press,3,37,6,9,Push,222,44.4
17-06-2026,S_041,Seated Cable Chest Fly,1,18,6,8,Push,108,
17-06-2026,S_041,Seated Cable Chest Fly,2,20,6,9,Push,120,
17-06-2026,S_041,Seated Cable Chest Fly,3,20,6,10,Push,120,24
17-06-2026,S_041,Cable Front Lat Raise,1,12,12,8,Push,144,
17-06-2026,S_041,Cable Front Lat Raise,2,12,12,8,Push,144,16.8
17-06-2026,S_041,DA Cable Curl,1,25,8,7,Push,200,
17-06-2026,S_041,DA Cable Curl,2,30,8,9,Push,240,38
18-06-2026,S_042,Deadlift,1,70,6,3,Pull,420,
18-06-2026,S_042,Deadlift,2,110,6,8,Pull,660,
18-06-2026,S_042,Deadlift,3,130,2,9,Pull,260,138.6666667
18-06-2026,S_042,Preacher Curl,1,29,8,5,Pull,232,
18-06-2026,S_042,Preacher Curl,2,39,8,9,Pull,312,49.4
18-06-2026,S_042,Preacher Curl,3,29,6,10,Pull,174,
18-06-2026,S_042,Smith Machine Row,1,50,8,4,Pull,400,
18-06-2026,S_042,Smith Machine Row,2,80,8,8,Pull,640,
18-06-2026,S_042,Smith Machine Row,3,80,8,8,Pull,640,101.3333333
18-06-2026,S_042,Lat Pulldown,1,45,8,4,Pull,360,
18-06-2026,S_042,Lat Pulldown,2,73,8,8,Pull,584,
18-06-2026,S_042,Lat Pulldown,3,82,6,9,Pull,492,98.4
18-06-2026,S_042,SA Cable Curl,1,12,12,8,Pull,144,
18-06-2026,S_042,SA Cable Curl,2,13.5,10,10,Pull,135,18
18-06-2026,S_042,Cable OH Pulldown,1,27,8,8,Pull,216,
18-06-2026,S_042,Cable OH Pulldown,2,27,11,9,Pull,297,36.9
18-06-2026,S_042,Cable Archer Pull,1,15,8,8,Pull,120,19
18-06-2026,S_042,Cable Archer Pull,2,13.5,8,8,Pull,108,
18-06-2026,S_042,DB Preacher Hammer Curl,1,15,8,8,Pull,120,
18-06-2026,S_042,DB Preacher Hammer Curl,2,15,8,8,Pull,120,19
19-06-2026,S_043,BB Squat,1,60,6,5,Legs,360,
19-06-2026,S_043,BB Squat,2,80,6,7,Legs,480,
19-06-2026,S_043,BB Squat,3,80,6,8,Legs,480,96
19-06-2026,S_043,Calf Raise,1,60,8,2,Legs,480,
19-06-2026,S_043,Calf Raise,2,70,8,8,Legs,560,
19-06-2026,S_043,Calf Raise,3,75,12,9,Legs,900,
19-06-2026,S_043,Calf Raise,4,75,12,10,Legs,900,105
19-06-2026,S_043,Leg Press,1,50,8,3,Legs,400,
19-06-2026,S_043,Leg Press,2,100,6,8,Legs,600,
19-06-2026,S_043,Leg Press,3,120,6,9,Legs,720,144
19-06-2026,S_043,Back Extension,1,25,8,7,Legs,200,
19-06-2026,S_043,Back Extension,2,35,8,9,Legs,280,44.33333333
19-06-2026,S_043,Leg Extension,1,100,6,8,Legs,600,
19-06-2026,S_043,Leg Extension,2,109,6,9,Legs,654,130.8
19-06-2026,S_043,Leg Extension,3,79,8,10,Legs,632,
19-06-2026,S_043,Hip Adductor,1,32,8,8,Legs,256,
19-06-2026,S_043,Hip Adductor,2,32,10,10,Legs,320,42.66666667
19-06-2026,S_043,Hip Abduction,3,23,8,7,Legs,184,
19-06-2026,S_043,Hip Abduction,4,27,12,9,Legs,324,37.8
23-06-2026,S_044,Bench Press,1,60,8,4,Arms,480,
23-06-2026,S_044,Bench Press,2,70,8,8,Arms,560,
23-06-2026,S_044,Bench Press,3,80,4,9,Arms,320,90.66666667
23-06-2026,S_044,Bench Press,4,60,12,9,Arms,720,
23-06-2026,S_044,Preacher Curl,1,19,12,7,Arms,228,
23-06-2026,S_044,Preacher Curl,2,29,8,8,Arms,232,
23-06-2026,S_044,Preacher Curl,3,34,8,8,Arms,272,43.06666667
23-06-2026,S_044,Preacher Curl,4,29,5,9,Arms,145,
23-06-2026,S_044,French Press,1,29,12,6,Arms,348,
23-06-2026,S_044,French Press,2,32,12,8,Arms,384,44.8
23-06-2026,S_044,DB Chest Fly,1,22.5,8,7,Arms,180,
23-06-2026,S_044,DB Chest Fly,2,22.5,8,9,Arms,180,28.5
23-06-2026,S_044,DB Hammer Curl,1,17.5,8,8,Arms,140,22.16666667
23-06-2026,S_044,DB Hammer Curl,2,17.5,5,9,Arms,87.5,20.41666667
24-06-2026,S_045,Deadlift,1,70,6,4,Pull,420,
24-06-2026,S_045,Deadlift,2,70,6,4,Pull,420,
24-06-2026,S_045,Deadlift,3,70,6,5,Pull,420,
24-06-2026,S_045,BB Shrug,1,70,8,6,Pull,560,
24-06-2026,S_045,BB Shrug,2,75,8,7,Pull,600,
24-06-2026,S_045,BB Shrug,3,80,8,8,Pull,640,101.3333333
24-06-2026,S_045,DB Preacher Hammer Curl,1,15,8,7,Pull,120,
24-06-2026,S_045,DB Preacher Hammer Curl,2,15,8,8,Pull,120,19
24-06-2026,S_045,Cable OH Pulldown,1,28.5,8,8,Pull,228,
24-06-2026,S_045,Cable OH Pulldown,2,28.5,8,9,Pull,228,
24-06-2026,S_045,Cable OH Pulldown,3,28.5,8,10,Pull,228,36.1
24-06-2026,S_045,DA Cable Curl,1,28.5,8,8,Pull,228,
24-06-2026,S_045,DA Cable Curl,2,30,8,9,Pull,240,
24-06-2026,S_045,DA Cable Curl,3,30,8,10,Pull,240,38
24-06-2026,S_045,Cable Back Fly,1,7,12,8,Pull,84,
24-06-2026,S_045,Cable Back Fly,2,7,12,8,Pull,84,
24-06-2026,S_045,Cable Back Fly,3,7,12,9,Pull,84,9.8
24-06-2026,S_045,Preacher Curl,1,39,7,10,Pull,273,48.1
25-05-2026,S_046,Seated Shoulder Press,1,50,6,6,Push,300,
25-05-2026,S_046,Seated Shoulder Press,2,53,6,8,Push,318,63.6
25-05-2026,S_046,Seated Shoulder Press,3,55,4,9,Push,220,
25-05-2026,S_046,Seated Cable Chest Fly,1,18,8,9,Push,144,22.8
25-05-2026,S_046,Seated Cable Chest Fly,2,18,6,9,Push,108,
25-05-2026,S_046,Seated Cable Chest Fly,3,18,5,10,Push,90,
25-05-2026,S_046,SA Cable Pushdown,1,10.5,12,8,Push,126,14.7
25-05-2026,S_046,French Press,1,34,8,6,Push,272,
25-05-2026,S_046,French Press,2,34,8,7,Push,272,
25-05-2026,S_046,French Press,3,34,8,9,Push,272,43.06666667
25-05-2026,S_046,Cable Lat Raise,1,7,12,7,Push,84,
25-05-2026,S_046,Cable Lat Raise,2,7,12,8,Push,84,
25-05-2026,S_046,Cable Lat Raise,3,7,12,9,Push,84,9.8
25-05-2026,S_046,Cable Front Lat Raise,1,18,6,7,Push,108,21.6
25-05-2026,S_046,Cable Front Lat Raise,2,15,8,8,Push,120,
25-05-2026,S_046,DB Incline Bench Press,1,25,12,7,Push,300,35
25-05-2026,S_046,DB Incline Bench Press,2,25,10,9,Push,250,33.33333333
25-05-2026,S_046,DB Incline Bench Press,3,25,6,9,Push,150,30
26-06-2026,S_047,Bench Press,1,60,6,2,Arms,360,
26-06-2026,S_047,Bench Press,2,70,3,5,Arms,210,
26-06-2026,S_047,Bench Press,3,80,7,10,Arms,560,98.66666667
26-06-2026,S_047,Bench Press,4,70,8,9,Arms,560,
26-06-2026,S_047,DB Lat Raise,1,7.5,12,8,Arms,90,
26-06-2026,S_047,DB Lat Raise,2,7.5,12,8,Arms,90,
26-06-2026,S_047,DB Lat Raise,3,10,10,10,Arms,100,13.33333333
26-06-2026,S_047,Lat Pulldown,1,81,8,7,Arms,648,
26-06-2026,S_047,Lat Pulldown,2,86,8,8,Arms,688,
26-06-2026,S_047,Lat Pulldown,3,91,6,10,Arms,546,109.2
26-06-2026,S_047,Cable Wrist Curl,1,19.5,12,4,Arms,234,
26-06-2026,S_047,Cable Wrist Curl,2,19.5,12,6,Arms,234,
26-06-2026,S_047,Cable Wrist Curl,3,22.5,16,10,Arms,360,34.5
26-06-2026,S_047,Cable OH Pulldown,1,28.5,12,8,Arms,342,39.9
26-06-2026,S_047,Cable OH Pulldown,2,28.5,7,9,Arms,199.5,35.15
26-06-2026,S_047,Cable OH Pulldown,3,27,8,9,Arms,216,34.2
26-06-2026,S_047,Preacher Curl,1,29,12,7,Arms,348,40.6
26-06-2026,S_047,Preacher Curl,2,34,10,9,Arms,340,45.33333333
27-06-2026,S_048,Deadlift,1,70,6,3,Legs,420,
27-06-2026,S_048,Deadlift,2,110,3,7,Legs,330,
27-06-2026,S_048,Deadlift,3,130,2,9,Legs,260,138.6666667
27-06-2026,S_048,Hip Thrust,1,130,6,8,Legs,780,
27-06-2026,S_048,Hip Thrust,2,130,8,9,Legs,1040,
27-06-2026,S_048,Hip Thrust,3,130,8,10,Legs,1040,164.6666667
27-06-2026,S_048,Hamstring Curl,1,36,12,8,Legs,432,
27-06-2026,S_048,Hamstring Curl,2,45,16,9,Legs,720,69
27-06-2026,S_048,Hamstring Curl,3,39,12,8,Legs,468,
27-06-2026,S_048,Hip Adductor,1,32,8,7,Legs,256,
27-06-2026,S_048,Hip Adductor,2,32,8,8,Legs,256,
27-06-2026,S_048,Hip Adductor,3,36,8,10,Legs,288,45.6
27-06-2026,S_048,Hip Abduction,1,27,8,7,Legs,216,
27-06-2026,S_048,Hip Abduction,2,32,8,9,Legs,256,40.53333333
27-06-2026,S_048,Hip Abduction,3,27,12,9,Legs,324,
27-06-2026,S_048,Cable Crunch,1,22.5,12,8,Legs,270,
27-06-2026,S_048,Cable Crunch,2,27.5,12,9,Legs,330,
27-06-2026,S_048,Cable Crunch,3,31.5,12,10,Legs,378,44.1
28-06-2026,S_049,Deadlift,1,70,6,4,Arms,420,
28-06-2026,S_049,Deadlift,2,70,6,4,Arms,420,
28-06-2026,S_049,BB Row,1,70,6,5,Arms,420,84
28-06-2026,S_049,BB Row,2,60,8,7,Arms,480,
28-06-2026,S_049,BB Row,3,63,8,8,Arms,504,
28-06-2026,S_049,Bench Press,1,60,6,4,Arms,360,
28-06-2026,S_049,Bench Press,2,80,5,8,Arms,400,93.33333333
28-06-2026,S_049,Bench Press,3,80,3,9,Arms,240,
28-06-2026,S_049,Bench Press,4,60,12,10,Arms,720,
28-06-2026,S_049,DB Hammer Curl,1,17.5,8,8,Arms,140,
28-06-2026,S_049,DB Hammer Curl,2,20,4,10,Arms,80,22.66666667
28-06-2026,S_049,DB Hammer Curl,3,15,12,10,Arms,180,
28-06-2026,S_049,DB Lat Raise,1,10,8,7,Arms,80,
28-06-2026,S_049,DB Lat Raise,2,10,12,10,Arms,120,14
28-06-2026,S_049,Lat Pulldown,1,57,12,4,Arms,684,
28-06-2026,S_049,Lat Pulldown,2,66,12,7,Arms,792,
28-06-2026,S_049,Lat Pulldown,3,84,6,8,Arms,504,100.8
28-06-2026,S_049,Preacher Curl,1,19,12,4,Arms,228,
28-06-2026,S_049,Preacher Curl,2,29,8,8,Arms,232,
28-06-2026,S_049,Preacher Curl,3,29,11,9,Arms,319,39.63333333